city ,state,population,density,percent_nw,year,year_date,ind,number,type,type_detailed_year,type_detailed_all,condition,source,current,past,summary,gov_funding,procurement,legal_challenges,challenges_info,challenge_start,challenge_end,challenge_length_days,challenge_organization,foi,foi_name,lat,long
Kansas City,Missouri,"488,943","1,528",44.4,2015,2/10/15,1,2,1,Kansas City No Violence Alliance,Kansas City No Violence Alliance; Risk Terrain Modelling,5,2,1,1,"2013 Kansas City Police Department began the Kansas City No Violence Alliance, a Strategic Subject List-like type of predictive policing program that the city refused to acknowledge as predictive policing (according to 2015 and 2016 reports from the New York Times and others); 2014 Kansas City Police Department tested Risk Terrain Modelling on aggravated assault which it funded through 2015; 2017 Kansas City was still using the Kansas City No Violence Alliance. There is no publicly available information detailing CMPD's use of predictive policing following 2017; 2018 ShotSpotter (a gunshot detection software used by Kansas City) purchased HunchLab's predictive analytics package to be incorporated into its software. ",,KCPD,0,,,,,,YES,Missouri Sunshine Law,39.0997265,-94.578567
Kansas City,Missouri,"488,943","1,528",44.4,2015,2/11/15,2,2,4,Risk Terrain Modelling,Kansas City No Violence Alliance; Risk Terrain Modelling,4,6,1,1,"2013 Kansas City Police Department began the Kansas City No Violence Alliance, a Strategic Subject List-like type of predictive policing program that the city refused to acknowledge as predictive policing (according to 2015 and 2016 reports from the New York Times and others); 2014 Kansas City Police Department tested Risk Terrain Modelling on aggravated assault which it funded through 2015; 2017 Kansas City was still using the Kansas City No Violence Alliance. There is no publicly available information detailing CMPD's use of predictive policing following 2017; 2018 ShotSpotter (a gunshot detection software used by Kansas City) purchased HunchLab's predictive analytics package to be incorporated into its software. ",,KCPD,0,,,,,,YES,Missouri Sunshine Law,39.0997265,-94.578567
Atlanta,Georgia,"486,290","3,539",62.3,2015,2/12/15,1,1,2,PredPol,PredPol,2,2,1,1,2013 Atlanta Police Department entered into a contract with PredPol after a 90 day pilot; 2017 Atlanta Police Department appeared to still be using PredPol (though no official contract has been confirmed). There is no publicly available information detailing APD's use of PredPol following 2017; 2018 ShotSpotter (a gunshot detection software used by Atlanta) purchased HunchLab's predictive analytics package to be incorporated into its software. ,,APD,0,,,,,,YES,Georgia Open Records Act,33.7489954,-84.387982
Long Beach,California,"469,450","9,347",73.9,2015,2/13/15,1,1,5,Palantir,Palantir,1,4,1,1,Long Beach is a part of Los Angeles County which means that it likely shares police resources with the LAPD through the Los Angeles County Sheriff's Department; 2017 Los Angeles County Sheriff's Department used Palantir and IBM Coplink for crime analysis. This along with a 2018 report corroborate the idea that Long Beach would have been party to Los Angeles County's 2010 Contract with Palantir. These shared resources might also include PredPol according to a 2018 report that PredPol has a specific portal on its website for Long Beach.,,LASD,0,,,,,,YES,California Public Records Act,33.7700504,-118.19374
Omaha,Nebraska,"466,893","3,356",33.2,2015,2/14/15,0,0,0,,,0,0,0,0,2018 ShotSpotter (a gunshot detection software used by Omaha) purchased HunchLab's predictive analytics package to be incorporated into its software. ,,OPD,0,,,,,,YES; with relevant exceptions,Nebraska Public Records Law,41.2523634,-95.997988
Raleigh,North Carolina,"464,758","3,163",45.8,2015,2/15/15,1,1,9,UNKNOWN,UNKNOWN,3,2,1,0,2015 Raleigh Police Department Chief mentions the use of predictive policing in an interview. There is no publicly available information detailing RPD's use of predictive policing besides this. ,,RPD,0,,,,,,YES; with relevant exceptions,North Carolina Public Records Law,35.7795897,-78.638179
Colorado Springs,Colorado,"464,474","2,378",30.8,2015,2/16/15,0,0,0,,,0,0,0,1,2014 Colorado Springs Police Department undertook an intervention based on findings of a Risk Terrain Modelling study conducted from 2012-14,,CSPD,0,,,,,,YES,Colorado Open Records Act,38.8338816,-104.82136
Miami,Florida,"463,374","12,599",88.3,2015,2/17/15,1,2,3,HunchLab,HunchLab; IBM Blue PALMS,2,2,1,1,2013 Miami Police Department received funding from the BJA to improve police technology over the course of three years. However the funding only came into effect in 2014. Also in 2013 Miami Police Department was using an IBM predictive policing software known as Blue PALMS; 2014 Miami Police Department allegedly participated in a Risk Terrain Modelling study; 2015 Miami Police Department entered into a contract with HunchLab (could have participated in a pilot in 2014). 2015 is the last year that MPD's use of IBM's Blue PALMS was mentioned (which suggests that it was likely phased out by the adoption of HunchLab); 2018 ShotSpotter (a gunshot detection software used by Miami) purchased HunchLab's predictive analytics package to be incorporated into its software. ,2013 BJA,MPD,0,,,,,,YES,Florida Sunshine Law,25.7616798,-80.19179
Miami,Florida,"463,374","12,599",88.3,2015,2/18/15,2,2,5,IBM Blue PALMS,HunchLab; IBM Blue PALMS,2,2,1,1,2013 Miami Police Department received funding from the BJA to improve police technology over the course of three years. However the funding only came into effect in 2014. Also in 2013 Miami Police Department was using an IBM predictive policing software known as Blue PALMS; 2014 Miami Police Department allegedly participated in a Risk Terrain Modelling study; 2015 Miami Police Department entered into a contract with HunchLab (could have participated in a pilot in 2014). 2015 is the last year that MPD's use of IBM's Blue PALMS was mentioned (which suggests that it was likely phased out by the adoption of HunchLab); 2018 ShotSpotter (a gunshot detection software used by Miami) purchased HunchLab's predictive analytics package to be incorporated into its software. ,2013 BJA,MPD,0,,,,,,YES,Florida Sunshine Law,25.7616798,-80.19179
Virginia Beach,Virginia,"450,435","1,850",38.1,2015,2/19/15,0,0,0,,,0,0,0,0,There is no publicly available information detailing Virginia Beach Police Department's use of predictive policing.,,,9,,,,,,YES,Virgina Freedom of Information Act,36.8529263,-75.977985
Oakland,California,"425,195","7,514",72.3,2015,2/20/15,0,0,0,,,0,0,0,0,"2015 City of Oakland initially approved a two year contract, but then reneged a move to adopt PredPol after research found that it would likely amplify racial bias in arrests without major reductions in crime; 2018 Oakland passed a law mandating public discussion before the adoption of any police technology. Also in 2018 ShotSpotter (a gunshot detection software used by Oakland) purchased HunchLab's predictive analytics package to be incorporated into its software. ",,City Council,0,,,,,,YES,California Public Records Act,37.8043637,-122.27111
Minneapolis,Minnesota,"422,331","7,660",38.8,2015,2/21/15,0,0,0,,,0,0,0,1,2011 Minneapolis Police Department introduced its own predictive policing program (called the Crime Analysis Unit) which they hoped to later improve upon with better software. There is no publicly available information detailing MPD's use of this program after 2012; 2016 Minneapolis Police Department rolled out the Gun Violence Intervention program which is similar to KCNoVA. There is no publicly available information detailing MPD's use of this program after 2017; 2018 ShotSpotter (a gunshot detection software used by Minneapolis) purchased HunchLab's predictive analytics package to be incorporated into its software. ,,MPD,0,,,,,,YES,Minnesota Data Practices Act,44.977753,-93.265011
Tulsa,Oklahoma,"401,800","2,048",45.4,2015,2/22/15,0,0,0,,,0,0,0,0,"2016 Tulsa County Sheriff's Office received funding for purchasing ""advanced software to predict crime trends"" which it appeared to use to purchase a predictive policing program from Crime Tech Solutions. The grant was intended to last one year and no payment to Crime Tech Solutions was included in Tulsa's 2017-8 budget",,TCSO; Mayor,0,,,,,,YES,Oklahoma Open Records Act,36.1539816,-95.992775
Arlington,Texas,"396,394","4,100",60.2,2015,2/23/15,0,0,0,,,0,0,0,1,2009 Arlington Police Department used in-house hotspot crime mapping to predict crime in areas suffering from physical neglect. This program lasted through at least 2012; 2012 Arlington Police Department participated in a Risk Terrain Modelling study. However there is no record of police intervention based on its results. ,,APD,0,,,,,,YES,Texas Public Information Act,32.735687,-97.108066
